date,open,high,low,close,volume
2023-10-04,75.832797,79.739669,75.516291,76.950462,8358300.000000
2023-10-05,75.170117,76.149305,71.856699,73.637039,15351900.000000
2023-10-06,72.242435,77.613142,72.242435,77.128494,7781100.000000
2023-10-09,75.813013,77.148270,72.928854,73.795288,7000900.000000
2023-10-10,73.152393,74.685471,71.708337,74.181038,5385600.000000
2023-10-11,73.627143,75.723989,72.806205,73.656815,4602500.000000
2023-10-12,72.944672,74.477749,71.955591,73.419434,4668700.000000
2023-10-13,72.825984,73.182053,69.700494,71.065422,5286500.000000
2023-10-16,70.837943,74.022776,70.837943,73.399658,4555000.000000
2023-10-17,72.331453,74.304671,72.212768,73.666718,2584900.000000
2023-10-18,72.697404,73.123698,71.481828,71.658867,2959800.000000
2023-10-19,71.035761,71.945713,69.186177,69.522469,2867400.000000
2023-10-20,69.631258,70.007106,68.147638,69.166389,3151500.000000
2023-10-23,68.543276,71.678659,66.911292,71.114883,4089800.000000
2023-10-24,71.500620,72.905112,71.006080,71.223679,3432200.000000
2023-10-25,70.521439,71.545133,69.018033,70.017006,3298200.000000
2023-10-26,65.605703,71.441279,64.794657,69.235626,3537100.000000
2023-10-27,67.890493,68.681761,67.010212,67.247589,3412000.000000
2023-10-30,67.732233,68.572950,66.683803,67.613541,3393700.000000
2023-10-31,68.167416,68.968576,66.911287,68.246544,3370700.000000
2023-11-01,67.415723,68.434475,66.733255,66.772820,2503500.000000
2023-11-02,67.257464,69.769729,65.961771,69.512566,2848700.000000
2023-11-03,69.700488,70.313713,68.305881,70.026886,2225900.000000
2023-11-06,69.285096,69.304874,67.336606,67.514641,2855000.000000
2023-11-07,67.010197,69.482898,66.624456,69.304863,2133600.000000
2023-11-08,69.037804,69.552122,68.790534,69.037804,2053800.000000
2023-11-09,68.335563,69.552135,68.335563,68.869667,2020500.000000
2023-11-10,68.553160,70.007109,68.385018,69.779625,1645300.000000
2023-11-13,69.512561,72.400674,69.413655,72.183083,2964300.000000
2023-11-14,73.043588,73.290858,72.212764,72.825989,2814500.000000
2023-11-15,72.667738,73.824960,72.212762,73.102936,3437100.000000
2023-11-16,71.945708,72.262214,69.809298,70.106018,2446600.000000
2023-11-17,70.125807,70.590676,69.294976,70.214821,1500400.000000
2023-11-20,70.224705,70.570881,69.809293,69.987328,1814300.000000
2023-11-21,70.026903,72.005064,69.700504,71.520409,1767600.000000
2023-11-22,72.005054,73.023805,71.550070,72.143524,1906300.000000
2023-11-24,71.866594,73.320536,71.441289,73.201851,823400.000000
2023-11-27,73.013924,73.182066,72.202878,72.697418,1649900.000000
2023-11-28,72.128680,73.725054,72.054494,72.519363,2062100.000000
2023-11-29,72.598493,74.428290,72.440236,73.409538,2519200.000000
2023-11-30,73.884298,76.772418,73.884298,76.406456,8454100.000000
2023-12-01,76.327342,76.327342,75.140449,75.674553,2039400.000000
2023-12-04,75.140427,76.080050,74.665665,74.952499,1625800.000000
2023-12-05,74.576673,75.308591,74.397650,74.725037,1411400.000000
2023-12-06,74.725035,75.654765,74.200816,75.001976,2001200.000000
2023-12-07,74.972293,75.456940,73.805178,73.815063,1296000.000000
2023-12-08,73.785400,74.818987,73.459002,74.606339,1131300.000000
2023-12-11,74.181044,76.515275,73.834868,75.981171,1649000.000000
2023-12-12,75.536070,77.029576,74.952509,76.604271,2329300.000000
2023-12-13,76.327330,77.844584,75.466835,76.891106,3854100.000000
2023-12-14,77.652707,78.849494,76.782311,78.463753,3231000.000000
2023-12-15,78.008769,79.057192,77.177938,77.988983,6727600.000000
2023-12-18,78.325283,80.036388,77.573580,79.957260,1955000.000000
2023-12-19,80.708965,82.706912,80.105626,82.528877,2902900.000000
2023-12-20,82.637673,82.969014,79.739667,79.759445,1704100.000000
2023-12-21,80.432005,81.084802,78.938492,80.234192,919300.000000
2023-12-22,79.759462,80.896906,79.156122,80.748543,712700.000000
2023-12-26,80.807865,81.435933,80.501252,81.233170,700200.000000
2023-12-27,81.243063,82.588213,81.084814,82.311272,1018100.000000
2023-12-28,82.182546,82.618215,81.459732,82.222153,799300.000000
2023-12-29,82.024134,82.539017,81.053790,81.449852,675000.000000
2024-01-02,80.301260,81.192397,79.162584,80.222046,1129600.000000
2024-01-03,79.806177,80.103225,76.984247,77.281296,1198300.000000
2024-01-04,76.687215,77.509042,75.815885,75.855492,1388500.000000
2024-01-05,75.855487,76.875341,75.499032,76.142632,1899300.000000
2024-01-08,75.716862,77.073364,75.716862,76.746620,1555800.000000
2024-01-09,76.736709,76.810967,75.964392,75.984192,2100300.000000
2024-01-10,75.647543,75.974294,74.256382,75.677246,1625000.000000
2024-01-11,75.647559,75.835683,74.221739,75.330711,1020100.000000
2024-01-12,75.459412,75.667343,74.261330,75.013847,1066100.000000
2024-01-16,73.627642,74.538579,73.182077,73.815773,1342700.000000
2024-01-17,73.736566,75.231696,73.538531,75.132675,1469100.000000
2024-01-18,75.093067,75.825784,74.291047,75.261398,1253400.000000
2024-01-19,75.122763,76.914934,75.122763,76.786217,1280800.000000
2024-01-22,76.895146,78.974462,76.736718,78.905151,1496100.000000
2024-01-23,79.707174,79.707174,78.083326,78.113029,1202800.000000
2024-01-24,78.717014,78.717014,75.469319,75.508926,1338600.000000
2024-01-25,75.697058,76.182237,75.241589,75.944595,1081000.000000
2024-01-26,76.310949,77.330804,75.687157,76.231735,997600.000000
2024-01-29,75.875286,77.192189,75.310900,77.132782,1044100.000000
2024-01-30,76.974355,77.598155,76.068366,77.558548,1199100.000000
2024-01-31,77.558540,77.825877,75.855478,75.934692,2405800.000000
2024-02-01,75.994100,76.370354,74.429659,76.033707,1508000.000000
2024-02-02,75.934697,76.370359,74.597987,76.083214,1069200.000000
2024-02-05,75.320806,75.855489,74.746517,75.023758,1323400.000000
2024-02-06,74.469284,76.954566,74.310864,76.855553,1552900.000000
2024-02-07,79.449735,82.142947,78.645735,80.360680,2520300.000000
2024-02-08,80.925075,83.063798,80.697337,81.746895,2085600.000000
2024-02-09,81.756783,82.727134,81.182493,81.321114,1319500.000000
2024-02-12,81.717187,82.964780,81.232015,82.677635,1681800.000000
2024-02-13,81.113179,82.954860,80.426014,81.380524,1068900.000000
2024-02-14,82.222162,83.623227,82.083542,83.390541,1414000.000000
2024-02-15,83.865805,86.172859,83.484602,85.737190,1767700.000000
2024-02-16,85.568878,85.846119,84.954989,85.242126,1486200.000000
2024-02-20,84.311374,85.291621,84.172753,84.925262,1534400.000000
2024-02-21,83.331116,84.697522,82.519185,84.519295,869100.000000
2024-02-22,85.192619,85.732249,84.855963,85.093605,1006600.000000
2024-02-23,85.558962,86.544158,85.509451,85.856003,1152700.000000
2024-02-26,85.925326,86.578829,85.311437,85.459953,893800.000000
