date,open,high,low,close,volume
2016-07-05,29.912213,32.903434,29.303674,29.427805,9880426.000000
2016-07-06,28.501374,29.427806,28.029076,28.913122,10634933.000000
2016-07-07,28.834399,29.064492,28.667883,28.907059,8700775.000000
2016-07-08,29.040273,30.644876,28.779904,30.396616,6729194.000000
2016-07-11,29.797163,31.020295,29.657896,30.953690,9581668.000000
2016-07-12,30.881026,30.917358,30.432950,30.620657,8805594.000000
2016-07-13,30.620659,30.941579,30.172581,30.650934,7714271.000000
2016-07-14,30.475332,31.329101,30.245239,31.226164,5520999.000000
2016-07-15,31.353327,31.432042,30.644878,31.020296,5851156.000000
2016-07-18,30.741760,31.232225,30.584327,31.056623,2469829.000000
2016-07-19,30.905253,31.220116,30.541947,31.214062,3099695.000000
2016-07-20,31.389653,31.438094,30.281570,30.481388,5315009.000000
2016-07-21,30.517718,30.650931,30.269461,30.420837,4804709.000000
2016-07-22,30.275511,30.451109,29.845599,29.912205,3886076.000000
2016-07-25,29.803216,29.942484,28.979723,29.657894,4828337.000000
2016-07-26,29.403582,29.924320,29.234039,29.839550,2491871.000000
2016-07-27,29.718442,29.972756,29.497430,29.621561,2582577.000000
2016-07-28,29.512574,29.724504,29.273397,29.458078,4635350.000000
2016-07-29,29.343037,29.548910,29.070556,29.191658,7110729.000000
2016-08-01,29.131101,29.373306,28.816236,28.943394,4727165.000000
2016-08-02,28.761744,29.076609,28.567980,28.761744,5181170.000000
2016-08-03,28.761740,29.960652,28.670914,29.839550,7468795.000000
2016-08-04,30.027256,30.342122,29.960651,30.293680,4831509.000000
2016-08-05,30.432942,30.868908,30.432942,30.626703,4227491.000000
2016-08-08,30.656991,30.802313,30.239186,30.305794,3356272.000000
2016-08-09,29.506520,30.596437,29.319415,30.554052,1709296.000000
2016-08-10,30.560106,30.759924,30.336067,30.547997,1875009.000000
2016-08-11,30.717540,31.916448,30.699374,31.819569,3159954.000000
2016-08-12,31.486542,32.013335,31.365441,31.916452,2042148.000000
2016-08-15,32.061767,32.558286,32.007270,32.491680,2311887.000000
2016-08-16,32.443243,32.667282,32.255536,32.425079,1589412.000000
2016-08-17,32.497746,32.534078,32.297926,32.340313,1636668.000000
2016-08-18,32.225255,32.406907,32.049657,32.188923,1387069.000000
2016-08-19,32.061769,32.061769,31.310937,31.438093,1896734.000000
2016-08-22,31.438098,31.510758,30.929470,31.038462,1715322.000000
2016-08-23,31.099000,31.547077,30.965789,31.425976,3985979.000000
2016-08-24,31.080382,31.395674,30.682630,31.147078,1098618.000000
2016-08-25,31.031877,31.462371,30.910612,31.298662,2196126.000000
2016-08-26,31.310780,31.735211,31.244084,31.450237,1486813.000000
2016-08-29,31.395656,32.008044,31.262261,31.777639,1656807.000000
2016-08-30,31.644257,32.420357,31.644257,31.898912,1509807.000000
2016-08-31,31.814041,32.026257,31.529067,31.935307,2622221.000000
2016-09-01,32.111133,32.202084,31.613947,31.911047,1521383.000000
2016-09-02,32.147513,32.420361,32.020185,32.365791,1333311.000000
2016-09-06,32.438545,32.468864,31.704889,31.971674,2051663.000000
2016-09-07,31.789777,32.208142,31.541181,32.099003,2764306.000000
2016-09-08,31.941353,32.111125,31.692760,31.729141,1740853.000000
2016-09-09,31.389603,31.535120,30.649881,30.649881,3442220.000000
2016-09-12,30.328529,31.189516,30.231517,31.050062,2953329.000000
2016-09-13,30.837848,31.165266,30.298214,30.340658,2548483.000000
2016-09-14,30.346720,30.619566,30.098125,30.328529,1827277.000000
2016-09-15,30.304281,30.680204,30.013242,30.613506,2236087.000000
2016-09-16,30.383096,30.552868,29.964729,30.474047,3729561.000000
2016-09-19,30.564998,31.168293,30.546807,30.789339,1546597.000000
2016-09-20,30.789342,30.971240,30.443734,30.467987,1697403.000000
2016-09-21,30.601381,30.928797,30.449798,30.910608,1349169.000000
2016-09-22,31.134951,31.523001,31.098570,31.310785,2615244.000000
2016-09-23,31.104626,31.274401,30.710514,30.849970,1280030.000000
2016-09-26,30.716578,31.219833,30.498300,31.056124,1690901.000000
2016-09-27,30.983364,31.395669,30.953049,31.292593,1897209.000000
2016-09-28,31.371417,31.389609,31.134950,31.359291,1436227.000000
2016-09-29,30.977299,31.292591,30.698389,30.740831,2312204.000000
2016-09-30,30.995491,31.086438,30.486174,30.862097,3096048.000000
2016-10-03,30.686266,31.322910,30.686266,31.159201,2157750.000000
2016-10-04,31.080382,31.195584,30.655952,30.807533,1923216.000000
2016-10-05,30.934856,31.101598,30.680200,30.886353,1402609.000000
2016-10-06,30.819653,30.904540,30.619564,30.740831,1211524.000000
2016-10-07,30.619565,30.807527,30.237579,30.273958,1673934.000000
2016-10-10,30.455861,30.510430,30.255773,30.286089,1619383.000000
2016-10-11,30.267899,30.413418,29.722205,29.843470,2223084.000000
2016-10-12,29.952601,29.952601,29.497855,29.704006,2568939.000000
2016-10-13,29.485739,30.122382,29.103751,29.600941,1918141.000000
2016-10-14,29.752520,30.276992,29.594874,29.988987,1383263.000000
2016-10-17,30.049628,30.067817,29.655515,29.746464,1770507.000000
2016-10-18,30.104183,30.510423,29.710071,29.764641,1827753.000000
2016-10-19,29.873779,30.192707,29.382654,29.946539,1205023.000000
2016-10-20,29.794963,29.819218,29.370533,29.528179,2250676.000000
2016-10-21,29.237137,29.643378,29.182569,29.509985,2706901.000000
2016-10-24,29.631253,29.867722,29.322027,29.437229,2013287.000000
2016-10-25,29.406912,29.406912,29.018863,29.055243,2028828.000000
2016-10-26,28.982479,29.176503,28.824833,28.964289,2497104.000000
2016-10-27,28.915786,28.915786,28.382218,28.794521,4985962.000000
2016-10-28,30.455861,31.341101,30.152696,30.443733,6309442.000000
2016-10-31,30.443731,31.134946,30.340657,30.953049,2476489.000000
2016-11-01,30.886356,30.934860,30.310344,30.613506,2816001.000000
2016-11-02,30.589245,31.013674,30.486168,30.510422,1374224.000000
2016-11-03,30.492242,31.043999,30.310344,30.910608,1816811.000000
2016-11-04,30.934860,31.322910,30.643825,30.989429,2486797.000000
2016-11-07,31.268333,31.571499,30.943949,31.401728,2242113.000000
2016-11-08,31.456312,32.014130,31.147082,31.923183,1848843.000000
2016-11-09,31.522996,32.699273,31.470851,32.414299,2654412.000000
2016-11-10,32.711389,33.554185,32.556776,32.862972,2848351.000000
2016-11-11,32.796287,33.190400,32.305164,32.377922,2269864.000000
2016-11-14,32.535570,32.778100,32.432494,32.632580,4171196.000000
2016-11-15,32.705352,33.014578,32.553769,32.814491,2701192.000000
2016-11-16,32.614386,33.017595,32.565879,33.008499,2431771.000000
2016-11-17,32.972125,33.141897,32.693214,33.044884,1478567.000000
2016-11-18,33.032756,33.196465,32.796285,33.123703,1926546.000000
2016-11-21,32.893295,33.445055,32.741712,33.244965,2206275.000000
2016-11-22,33.232816,33.858132,33.123541,33.615292,2114142.000000
2016-11-23,33.761020,33.955291,33.554604,33.876369,1562137.000000
2016-11-25,34.046349,34.088844,33.663873,33.979568,775915.000000
2016-11-28,34.046335,34.143469,33.584937,33.748856,1671555.000000
2016-11-29,33.609219,33.985624,33.518155,33.560650,1709455.000000
2016-11-30,33.785293,34.091881,33.269256,33.384605,7483066.000000
2016-12-01,33.475665,33.518163,32.783565,32.898918,5273144.000000
2016-12-02,32.959636,33.408893,32.789647,33.074986,4036406.000000
2016-12-05,33.251039,33.323890,32.522515,32.728928,2253055.000000
2016-12-06,32.765369,32.856436,32.504313,32.783581,3617606.000000
2016-12-07,32.783562,33.029439,32.425372,32.929268,5210348.000000
2016-12-08,33.008202,33.062841,32.440562,32.589302,3493757.000000
2016-12-09,32.486101,32.880718,32.370752,32.783581,2285722.000000
2016-12-12,32.710716,33.008195,32.625723,32.777496,2431295.000000
2016-12-13,32.953557,33.056765,32.328241,32.692505,4364025.000000
2016-12-14,32.716787,33.594051,32.704646,32.935345,2473318.000000
2016-12-15,32.911066,33.566735,32.741077,33.275326,2502496.000000
2016-12-16,33.305668,33.402806,33.026401,33.287453,4196093.000000
2016-12-19,33.275320,33.408885,33.020338,33.366386,1854235.000000
2016-12-20,33.536389,33.669950,33.275333,33.421040,1883730.000000
2016-12-21,33.372475,33.372475,32.735018,32.856438,2330757.000000
2016-12-22,32.856434,33.378542,32.595378,32.838219,2447311.000000
2016-12-23,32.983910,33.244966,32.643933,33.093189,811753.000000
2016-12-27,33.238899,33.293538,32.850352,33.062836,1451609.000000
2016-12-28,33.184255,33.184255,32.461801,32.631790,955741.000000
2016-12-29,32.777501,32.868568,32.534661,32.789646,788442.000000
2016-12-30,32.904985,33.074974,32.413231,32.558933,1118123.000000
2017-01-03,32.716786,32.895276,32.170392,32.619652,2561169.000000
2017-01-04,32.856423,33.105334,32.765356,32.935345,2358191.000000
2017-01-05,32.983916,33.208544,32.607511,32.747147,2267644.000000
2017-01-06,32.722851,32.904985,32.413231,32.704639,1998064.000000
2017-01-09,32.795711,32.904990,32.534656,32.619652,1178699.000000
2017-01-10,32.619649,32.832133,32.467872,32.662144,2079889.000000
2017-01-11,32.650000,32.710710,32.334305,32.577148,5854169.000000
2017-01-12,32.461801,32.716783,32.395017,32.583221,3219420.000000
2017-01-13,33.026422,33.487820,33.026422,33.244980,2282550.000000
2017-01-17,33.050700,33.105339,32.583232,32.862499,1958261.000000
2017-01-18,32.850360,33.026420,32.692513,32.868572,2134598.000000
2017-01-19,32.923204,33.196401,32.783569,32.947487,1302072.000000
2017-01-20,33.038556,33.196404,32.911065,33.099266,2890691.000000
2017-01-23,32.977844,33.275324,32.534658,32.850353,2176938.000000
2017-01-24,32.971765,33.384594,32.837594,33.208534,2712451.000000
2017-01-25,33.354249,33.597089,33.208543,33.493881,2784445.000000
2017-01-26,33.390675,33.985637,33.244972,33.809578,3645039.000000
2017-01-27,33.833853,33.997771,33.724574,33.955273,2487590.000000
2017-01-30,33.955286,33.955286,33.238907,33.657806,2490603.000000
2017-01-31,33.536375,33.718505,33.336029,33.578873,2842959.000000
2017-02-01,33.676002,33.785281,33.272277,33.469589,1839012.000000
2017-02-02,33.269259,33.694233,33.087129,33.518173,3005342.000000
2017-02-03,33.730658,34.392402,33.433178,34.009926,2295236.000000
2017-02-06,33.815650,33.961353,33.700301,33.882431,1394839.000000
2017-02-07,33.997771,34.070622,33.730644,33.779213,3009782.000000
2017-02-08,33.372468,34.234554,33.320256,34.107063,7339238.000000
2017-02-09,34.094919,34.695949,34.094919,34.617027,1789219.000000
2017-02-10,34.720232,34.859864,34.410607,34.695946,1983475.000000
2017-02-13,34.884149,35.236268,34.835580,34.926643,1883572.000000
2017-02-14,34.908432,34.926644,34.556313,34.780941,1599403.000000
2017-02-15,34.750581,35.060205,34.654053,34.956997,1620652.000000
2017-02-16,35.005585,35.357705,34.483474,34.841667,1776691.000000
2017-02-17,34.853788,35.041989,34.683799,35.023777,1430360.000000
2017-02-21,35.023782,35.363760,34.926645,35.290909,2463010.000000
2017-02-22,35.114633,35.357766,34.980911,35.066006,1489985.000000
