date,open,high,low,close,volume
2015-01-02,20.642977,20.699566,20.365702,20.575073,4041765
2015-01-05,20.450585,20.552442,19.958278,20.099745,5920013
2015-01-06,20.065787,20.326087,19.963930,20.094080,5634529
2015-01-07,20.133696,20.309114,20.009203,20.184624,4335839
2015-01-08,20.263850,20.348730,20.031842,20.105406,5903371
2015-01-09,20.173301,20.201594,19.975247,20.003540,4709899
2015-01-12,20.071444,20.094078,19.720604,19.901684,5436654
2015-01-13,20.043153,20.190280,19.652702,19.692312,11210543
2015-01-14,19.669684,19.958279,19.635731,19.929985,4764226
2015-01-15,19.963932,20.065789,19.862075,19.986568,4668563
2015-01-16,20.003541,20.003541,19.850755,19.992222,5624436
2015-01-20,20.088427,20.161991,19.980911,20.139355,4173288
2015-01-21,20.043154,20.433605,19.980907,20.382675,4621860
2015-01-22,20.501510,20.518487,20.014862,20.201599,4796221
2015-01-23,20.269504,20.365704,20.201601,20.241211,3127228
2015-01-26,20.167649,20.212919,19.986572,20.207262,2823277
2015-01-27,20.122376,20.292139,20.088425,20.201599,3401761
2015-01-28,20.105404,20.382679,20.048815,20.099745,5649667
2015-01-29,20.043156,20.354384,19.918663,20.314774,4583852
2015-01-30,20.241209,20.343066,20.048812,20.088425,5998497
2015-02-02,20.088426,20.314774,19.833783,20.314774,5461993
2015-02-03,20.292138,20.586390,20.173305,20.586390,5993451
2015-02-04,20.535463,20.586390,20.235552,20.263845,4436225
2015-02-05,20.450582,20.790103,20.337408,20.552439,3955551
2015-02-06,20.450586,20.501514,19.822469,19.929985,7304810
2015-02-09,19.862076,19.958276,19.533872,19.607435,6660833
2015-02-10,19.590455,19.992223,19.590455,19.975248,4416899
2015-02-11,19.839443,19.884713,19.550849,19.652706,4590616
2015-02-12,19.658363,19.782856,19.590459,19.720610,5363753
2015-02-13,19.652704,19.709291,19.392403,19.630068,5464569
2015-02-17,19.550845,19.703630,19.420695,19.562162,5927528
2015-02-18,19.539529,20.065788,19.528210,20.043154,5468864
2015-02-19,20.048809,20.071445,19.782851,19.896025,5178548
2015-02-20,19.884714,19.918665,19.516897,19.794174,6122504
2015-02-23,19.833778,19.901684,19.680994,19.901684,3515031
2015-02-24,19.867732,20.077103,19.805486,19.946953,4216448
2015-02-25,19.884712,19.946956,19.539531,19.590458,4633884
2015-02-26,19.635727,19.669680,19.318840,19.398062,4706463
2015-02-27,19.454650,19.454650,19.250937,19.296207,5741357
2015-03-02,19.256589,19.290542,18.775599,18.900091,7321988
2015-03-03,18.866140,19.007609,18.747308,18.956680,4128516
2015-03-04,18.888778,18.888778,18.662429,18.815214,4288705
2015-03-05,18.900092,19.052876,18.809552,18.905750,5974554
2015-03-06,18.632784,18.632784,18.083414,18.163530,7587610
2015-03-09,18.237924,18.329487,18.037633,18.163530,5694331
2015-03-10,18.106303,18.340929,18.037631,18.100580,5194009
2015-03-11,18.163533,18.197870,17.917462,17.968966,3499463
2015-03-12,18.100582,18.329486,18.083414,18.260815,5084926
2015-03-13,18.215041,18.260822,18.037640,18.197874,4632703
2015-03-16,18.272254,18.592721,18.272254,18.483992,3724715
2015-03-17,18.403881,18.615619,18.375268,18.478275,4497316
2015-03-18,18.483998,19.588460,18.438217,19.485453,13900687
2015-03-19,19.399614,19.519789,19.193601,19.279440,6554649
2015-03-20,19.399617,19.725806,19.359560,19.662857,11664269
2015-03-23,19.662851,19.680019,19.439670,19.548399,5616062
2015-03-24,19.582741,19.668581,19.308057,19.348116,5989478
2015-03-25,19.365277,19.456839,18.907469,18.947527,11660296
2015-03-26,18.901749,19.119209,18.844523,18.896027,4925811
2015-03-27,18.930361,19.130652,18.810186,18.970419,3249302
2015-03-30,19.033368,19.256549,18.878858,19.205046,4437299
2015-03-31,19.147822,19.359558,19.124932,19.262274,6235881
2015-04-01,19.016198,19.308051,18.793016,19.267992,6185742
