date,open,high,low,close,volume
2021-04-15,70.000000,71.510002,63.000000,65.199997,11444400.000000
2021-04-16,65.000000,65.199997,58.650002,61.000000,4199300.000000
2021-04-19,60.000000,61.000000,55.705002,58.860001,4642500.000000
2021-04-20,60.040001,61.900002,58.990002,60.150002,3055500.000000
2021-04-21,60.490002,62.209999,56.526001,61.810001,3607100.000000
2021-04-22,61.950001,62.950001,60.509998,62.099998,844900.000000
2021-04-23,62.099998,62.939999,58.450001,58.500000,1229600.000000
2021-04-26,58.770000,59.810001,57.650002,59.799999,796200.000000
2021-04-27,60.000000,61.110001,58.709999,58.849998,630200.000000
2021-04-28,58.419998,60.042000,58.070000,58.750000,309600.000000
2021-04-29,59.000000,59.825001,58.820000,59.169998,292900.000000
2021-04-30,59.410000,59.560001,57.805000,58.009998,284000.000000
2021-05-03,58.529999,60.410000,58.529999,60.060001,516100.000000
2021-05-04,59.779999,60.000000,57.820000,58.549999,879100.000000
2021-05-05,58.770000,59.290001,57.509998,58.180000,645100.000000
2021-05-06,57.980000,57.980000,54.720001,56.930000,1329400.000000
2021-05-07,57.730000,57.950001,55.759998,57.259998,552600.000000
2021-05-10,59.209999,59.209999,54.470001,55.500000,1348300.000000
2021-05-11,54.430000,54.950001,50.750000,53.459999,1483400.000000
2021-05-12,52.570000,53.439999,49.660000,52.250000,1351200.000000
2021-05-13,52.310001,54.889999,49.410000,49.869999,1645400.000000
2021-05-14,50.240002,57.820000,50.009998,57.259998,1198900.000000
2021-05-17,56.169998,62.869999,55.825001,62.439999,1033400.000000
2021-05-18,62.009998,65.889999,61.910999,64.290001,1122100.000000
2021-05-19,62.459999,65.269997,61.540001,64.610001,603700.000000
2021-05-20,66.300003,68.550003,66.300003,67.900002,964200.000000
2021-05-21,69.000000,70.169998,65.879997,68.349998,880300.000000
2021-05-24,68.419998,70.730003,66.519997,70.309998,834000.000000
2021-05-25,70.010002,72.530998,67.589996,69.949997,1028600.000000
2021-05-26,69.339996,69.980003,67.540001,68.620003,529400.000000
2021-05-27,68.870003,71.907997,67.089996,69.680000,1112500.000000
2021-05-28,69.849998,75.180000,69.000000,74.309998,864500.000000
2021-06-01,74.250000,74.720001,67.669998,68.860001,1013900.000000
2021-06-02,68.860001,72.029999,68.514999,70.089996,499400.000000
2021-06-03,69.239998,72.099998,69.059998,70.470001,352900.000000
2021-06-04,69.989998,74.610001,69.989998,74.360001,524500.000000
2021-06-07,74.199997,77.464996,72.220001,77.250000,661900.000000
2021-06-08,77.169998,80.149002,77.169998,79.470001,941700.000000
2021-06-09,79.480003,81.800003,78.430000,80.250000,863700.000000
2021-06-10,80.180000,82.139999,79.167000,81.860001,1161100.000000
2021-06-11,82.000000,82.510002,79.790001,82.419998,1144600.000000
2021-06-14,82.500000,84.459999,81.180000,81.889999,869900.000000
2021-06-15,81.510002,82.959999,80.295998,81.650002,588700.000000
2021-06-16,81.029999,86.769997,81.029999,85.809998,1455100.000000
2021-06-17,86.031998,88.480003,85.250000,88.220001,1375300.000000
2021-06-18,87.440002,90.029999,87.300003,88.209999,2514200.000000
2021-06-21,88.000000,88.000000,83.279999,83.910004,620500.000000
2021-06-22,84.110001,84.599998,77.589996,80.300003,1214600.000000
2021-06-23,80.150002,82.870003,80.150002,81.489998,388300.000000
2021-06-24,85.910004,87.160004,83.919998,84.500000,754500.000000
2021-06-25,84.760002,85.489998,82.750000,84.860001,537600.000000
2021-06-28,85.309998,86.459999,81.070000,82.120003,810400.000000
2021-06-29,81.730003,84.900002,81.199997,83.320000,635400.000000
2021-06-30,78.371002,79.000000,73.940002,75.169998,2206100.000000
2021-07-01,74.279999,74.900002,69.410004,70.980003,1523900.000000
2021-07-02,70.980003,72.584999,70.529999,72.070000,669600.000000
2021-07-06,72.019997,72.150002,68.000000,68.059998,1394800.000000
2021-07-07,68.059998,68.705002,65.360001,66.279999,941900.000000
2021-07-08,65.010002,66.980003,63.950001,65.879997,624100.000000
2021-07-09,65.760002,66.410004,65.044998,66.180000,321600.000000
2021-07-12,66.550003,67.519997,65.760002,67.199997,395400.000000
2021-07-13,66.889999,69.669998,66.230003,68.980003,779800.000000
2021-07-14,68.910004,69.589996,64.629997,65.160004,541900.000000
2021-07-15,65.050003,66.375000,60.915001,63.430000,927800.000000
2021-07-16,63.580002,63.580002,59.430000,60.750000,695700.000000
2021-07-19,59.980000,61.299999,58.150002,60.509998,719500.000000
2021-07-20,60.430000,61.150002,59.040001,60.849998,550900.000000
2021-07-21,61.330002,61.509998,59.150002,59.830002,666900.000000
2021-07-22,60.000000,62.700001,59.450001,62.689999,872100.000000
2021-07-23,62.720001,64.846001,61.750000,63.349998,479800.000000
2021-07-26,63.500000,65.629997,62.060001,62.570000,487100.000000
2021-07-27,62.380001,62.962002,60.000000,62.650002,485600.000000
2021-07-28,62.509998,65.300003,62.180000,65.209999,581300.000000
2021-07-29,65.290001,66.389000,64.400002,65.220001,409500.000000
2021-07-30,64.449997,65.330002,61.009998,61.470001,405300.000000
2021-08-02,62.020000,64.139999,60.500000,63.230000,308400.000000
2021-08-03,63.580002,63.709999,60.549999,62.889999,352600.000000
2021-08-04,63.020000,64.360001,62.750000,63.180000,354100.000000
2021-08-05,62.860001,64.010002,61.740002,63.250000,345300.000000
2021-08-06,62.849998,62.880001,56.580002,58.650002,1465000.000000
2021-08-09,59.340000,60.000000,57.529999,57.570000,449500.000000
2021-08-10,58.240002,58.799999,56.209999,57.189999,581800.000000
2021-08-11,58.160000,62.049999,57.910000,58.500000,1396700.000000
2021-08-12,61.160000,63.450001,55.340000,56.959999,2481200.000000
2021-08-13,56.450001,57.099998,55.490002,56.459999,1057100.000000
2021-08-16,56.369999,56.369999,54.619999,55.880001,740400.000000
2021-08-17,57.990002,63.450001,56.270000,62.570000,2469700.000000
2021-08-18,63.060001,65.480003,60.310001,63.770000,1343600.000000
2021-08-19,64.000000,67.120003,63.500000,67.099998,1765600.000000
2021-08-20,66.500000,70.330002,66.500000,69.970001,1474900.000000
2021-08-23,70.570000,72.000000,68.730003,71.559998,1117700.000000
2021-08-24,72.000000,74.559998,69.480003,74.500000,1181700.000000
2021-08-25,74.300003,76.620003,72.779999,76.599998,985600.000000
2021-08-26,75.519997,77.025002,71.727997,73.570000,1287300.000000
2021-08-27,72.994003,75.110001,72.300003,74.199997,811000.000000
2021-08-30,74.279999,74.608002,71.339996,73.300003,972900.000000
2021-08-31,73.949997,73.949997,69.339996,70.400002,1304000.000000
2021-09-01,69.220001,76.000000,68.804001,74.300003,2589900.000000
2021-09-02,74.389999,79.529999,74.389999,78.449997,1898200.000000
2021-09-03,78.320000,79.669998,77.230003,77.980003,1116700.000000
2021-09-07,77.570000,77.599998,73.519997,74.040001,1117800.000000
2021-09-08,73.300003,73.300003,67.910004,68.000000,2050600.000000
2021-09-09,69.790001,71.769997,68.430000,71.089996,1428500.000000
2021-09-10,71.150002,80.220001,69.120003,77.379997,3303400.000000
2021-09-13,77.559998,77.739998,71.099998,74.959999,1490100.000000
2021-09-14,74.800003,76.900002,74.100998,75.629997,1875600.000000
2021-09-15,75.269997,77.529999,72.209999,73.570000,1081100.000000
2021-09-16,73.400002,73.585999,70.239998,71.620003,861100.000000
2021-09-17,71.889999,73.175003,70.529999,72.750000,1636900.000000
2021-09-20,70.589996,73.959999,69.339996,70.339996,843600.000000
2021-09-21,70.470001,74.389999,70.139999,74.089996,632000.000000
2021-09-22,74.089996,75.739998,72.889999,73.080002,1003600.000000
2021-09-23,76.000000,79.889999,75.639999,77.849998,1300100.000000
2021-09-24,77.720001,80.750000,77.250000,79.470001,1547100.000000
2021-09-27,79.430000,79.430000,75.300003,76.699997,824600.000000
2021-09-28,74.379997,76.000000,72.400002,72.709999,805000.000000
2021-09-29,73.360001,76.199997,72.930000,74.160004,1172400.000000
2021-09-30,74.610001,74.800003,72.180000,72.370003,806200.000000
2021-10-01,72.589996,75.019997,70.050003,74.779999,1003000.000000
2021-10-04,74.400002,74.400002,71.209999,71.879997,539000.000000
2021-10-05,71.830002,74.809998,71.830002,73.750000,932500.000000
2021-10-06,73.000000,77.239998,72.489998,77.000000,838200.000000
2021-10-07,82.629997,85.000000,80.050003,84.940002,5279400.000000
2021-10-08,84.580002,87.059998,83.309998,86.339996,1880500.000000
2021-10-11,85.190002,88.169998,84.339996,87.410004,1362600.000000
2021-10-12,88.900002,89.500000,86.059998,87.180000,1465300.000000
2021-10-13,87.339996,88.949997,87.300003,88.010002,1198100.000000
2021-10-14,88.599998,90.870003,87.849998,90.790001,1604600.000000
