date,strategy,benchmark,vol_target,strategy_return,benchmark_return,vol_target_return
2015-02-02,0.9778785634040833,0.9778785634040833,0.9778785634040833,-0.0221214365959167,-0.0221214365959167,-0.0221214365959167
2015-02-03,0.9949385342981304,0.9949385342981304,0.9949385342981304,0.01744589924812323,0.01744589924812323,0.01744589924812323
2015-02-04,0.9899931301714925,0.9899931301714925,0.9899931301714925,-0.004970562458038286,-0.004970562458038286,-0.004970562458038286
2015-02-05,0.9802840691177721,0.9802840691177721,0.9802840691177721,-0.009807200431823704,-0.009807200431823704,-0.009807200431823704
2015-02-06,0.9519215481560028,0.9519215481560028,0.9519215481560028,-0.02893296122550959,-0.02893296122550959,-0.02893296122550959
2015-02-09,0.9526383755138114,0.9526383755138114,0.9526383755138114,0.0007530319690705056,0.0007530319690705056,0.0007530319690705056
2015-02-10,0.969772648181205,0.969772648181205,0.969772648181205,0.017986124753952115,0.017986124753952115,0.017986124753952115
2015-02-11,0.9799638592921519,0.9799638592921519,0.9799638592921519,0.010508866310119602,0.010508866310119602,0.010508866310119602
2015-02-12,0.9873355330232687,0.9873355330232687,0.9873355330232687,0.007522393465042132,0.007522393465042132,0.007522393465042132
2015-02-13,0.9984815631832685,0.9984815631832685,0.9984815631832685,0.011288999319076565,0.011288999319076565,0.011288999319076565
2015-02-16,1.0104186330158824,1.0104186330158824,1.0104186330158824,0.011955223083496058,0.011955223083496058,0.011955223083496058
2015-02-17,1.0199463443026409,1.0199463443026409,1.0199463443026409,0.009429469108581445,0.009429469108581445,0.009429469108581445
2015-02-25,1.0211256587222857,1.0211256587222857,1.0211256587222857,0.0011562514305114568,0.0011562514305114568,0.0011562514305114568
2015-02-26,1.0431782173114055,1.0431782173114055,1.0431782173114055,0.021596322059631357,0.021596322059631357,0.021596322059631357
2015-02-27,1.0546834861250496,1.0546834861250496,1.0546834861250496,0.011029053926467913,0.011029053926467913,0.011029053926467913
2015-03-02,1.0700713583300718,1.0700713583300718,1.0700713583300718,0.014590038061141897,0.014590038061141897,0.014590038061141897
2015-03-03,1.04630076940132,1.04630076940132,1.04630076940132,-0.022214022217964646,-0.022214022217964646,-0.022214022217964646
2015-03-04,1.0565866255340826,1.0565866255340826,1.0565866255340826,0.009830687727246934,0.009830687727246934,0.009830687727246934
2015-03-05,1.047925580786541,1.047925580786541,1.047925580786541,-0.00819719324306556,-0.00819719324306556,-0.00819719324306556
2015-03-06,1.0444670258879016,1.0444670258879016,1.0444670258879016,-0.0033003821664927546,-0.0033003821664927546,-0.0033003821664927546
2015-03-09,1.0599508718326316,1.0599508718326316,1.0549141675250162,0.014824638366699228,0.014824638366699228,0.010002366162046528
2015-03-10,1.065414263517149,1.065414263517149,1.0586669442672878,0.0051543819904327215,0.0051543819904327215,0.003557423777022617
2015-03-11,1.0658665910452108,1.0658665910452108,1.058983884336675,0.00042455554008480334,0.00042455554008480334,0.0002993765613477084
2015-03-12,1.0753878053089956,1.0753878053089956,1.0657690115109768,0.00893283863456884,0.00893283863456884,0.006407205316964593
2015-03-13,1.0904209687633264,1.0904209687633264,1.0765304163753389,0.013979295078589082,0.013979295078589082,0.010097314472584662
2015-03-16,1.124152617776717,1.124152617776717,1.0992236363306254,0.030934519767761293,0.030934519767761293,0.02107996170855464
2015-03-17,1.1558618096570588,1.1558618096570588,1.1196852124235233,0.02820719480514522,0.02820719480514522,0.018614570699372557
2015-03-18,1.182134279923153,1.182134279923153,1.1363618986990425,0.02272976756095879,0.02272976756095879,0.014894084596708268
2015-03-19,1.1829267987997976,1.1829267987997976,1.1368687028798443,0.0006704135816923973,0.0006704135816923973,0.00044598836108633577
2015-03-20,1.1921461986612056,1.1921461986612056,1.1428620612806863,0.007793719671210564,0.007793719671210564,0.0052718122907773335
2015-03-23,1.2228083427451595,1.2228083427451595,1.1624522150194452,0.025720120668411228,0.025720120668411228,0.017141310751715988
2015-03-24,1.230069074855149,1.230069074855149,1.1671257664771404,0.005937751531601032,0.005937751531601032,0.004020424579445736
2015-03-25,1.2160802571948774,1.2160802571948774,1.1582201257819187,-0.011372383832931376,-0.011372383832931376,-0.00763040363859202
2015-03-26,1.2138163445854293,1.2138163445854293,1.1567584092297818,-0.0018616473674774037,-0.0018616473674774037,-0.001262036913017739
2015-03-27,1.2184379944561723,1.2184379944561723,1.1597869093659834,0.003807536363601649,0.003807536363601649,0.0026180921720881933
2015-03-30,1.2559511768962954,1.2559511768962954,1.183613977833698,0.030787928980223978,0.030787928980223978,0.020544350238217657
2015-03-31,1.2336325842305846,1.2336325842305846,1.169916498112348,-0.017770270912014663,-0.017770270912014663,-0.011572590369724911
2015-04-01,1.2605010231934803,1.2605010231934803,1.186470864843342,0.021779936187121374,0.021779936187121374,0.01415004127021402
2015-04-02,1.2601855343860426,1.2601855343860426,1.1862759066650983,-0.00025028841836116644,-0.00025028841836116644,-0.0001643177123185069
2015-04-03,1.2713480547196854,1.2713480547196854,1.1932590089056658,0.008857838809490204,0.008857838809490204,0.005886575122476145
2015-04-07,1.3068927321377044,1.3068927321377044,1.2150860609150629,0.027958258390426538,0.027958258390426538,0.018291964985384546
2015-04-08,1.3083704265478808,1.3083704265478808,1.2159942576956262,0.001130692958831725,0.001130692958831725,0.0007474341199169565
2015-04-09,1.301332883327893,1.301332883327893,1.2116542830474422,-0.005378861427307147,-0.005378861427307147,-0.0035690749530417065
2015-04-10,1.3253631610674956,1.3253631610674956,1.2265479683364349,0.018465896042025864,0.018465896042025864,0.012292025454268662
2015-04-13,1.3463720632282223,1.3463720632282223,1.2395739959557475,0.015851430594921112,0.015851430594921112,0.010620071905528272
2015-04-14,1.3651220779421103,1.3651220779421103,1.2512344428250253,0.013926324844360405,0.013926324844360405,0.009406817912703369
2015-04-15,1.343805498795982,1.343805498795982,1.238246987242547,-0.015615144968032846,-0.015615144968032846,-0.010379713935268042
2015-04-16,1.3748895937670988,1.3748895937670988,1.2572161204159444,0.023131394386291415,0.023131394386291415,0.015319345307384769
2015-04-17,1.4132101719787453,1.4132101719787453,1.2801561743139929,0.027871749401092494,0.027871749401092494,0.018246706771830823
2015-04-20,1.40916532121524,1.40916532121524,1.2777447663436532,-0.0028621721267699796,-0.0028621721267699796,-0.0018836826464800893
2015-04-21,1.4399241693708602,1.4399241693708602,1.296091624048518,0.021827707290649423,0.021827707290649423,0.014358781337344473
2015-04-22,1.4768680556685077,1.4768680556685077,1.3178403233665235,0.0256568276882172,0.0256568276882172,0.016780217474186232
2015-04-23,1.4812705693339956,1.4812705693339956,1.320431689228011,0.0029809796810149614,0.0029809796810149614,0.0019663731755208413
2015-04-24,1.4605296315076564,1.4605296315076564,1.3083712170484436,-0.014002126455307073,-0.014002126455307073,-0.009133734276415728
2015-04-27,1.4959622283464982,1.4959622283464982,1.329006908961083,0.02426010131835943,0.02426010131835943,0.015772046681974183
2015-04-28,1.4705617551733077,1.4705617551733077,1.3145636654319608,-0.016979354619979903,-0.016979354619979903,-0.010867696346599787
2015-04-29,1.4789719085180795,1.4789719085180795,1.31941803087459,0.005719007253646824,0.005719007253646824,0.0036927579624179696
2015-04-30,1.4777410709968286,1.4777410709968286,1.3187045846707186,-0.0008322250843048051,-0.0008322250843048051,-0.0005407279476076221
2015-05-04,1.502808162337889,1.502808162337889,1.3333039678081178,0.016963114738464347,0.016963114738464347,0.011071003549323777
2015-05-05,1.423668647553419,1.423668647553419,1.2925113205324035,-0.052661089264616545,-0.052661089264616545,-0.030595159288976936
2015-05-06,1.3845443489208067,1.3845443489208067,1.2723922663742209,-0.027481323480605946,-0.027481323480605946,-0.01556586301301821
2015-05-07,1.3325368931286794,1.3325368931286794,1.2464569692380953,-0.03756286740303039,-0.03756286740303039,-0.02038309868860655
2015-05-08,1.3700604233613916,1.3700604233613916,1.2653877525999746,0.02815946817398074,0.02815946817398074,0.015187675009311175
2015-05-11,1.4112919364945342,1.4112919364945342,1.2860156735616457,0.030094667673110864,0.030094667673110864,0.016301660040005217
2015-05-12,1.4293642438423395,1.4293642438423395,1.2949559579048913,0.012805505990981958,0.012805505990981958,0.006951924869224468
2015-05-13,1.4307602419725785,1.4307602419725785,1.295644270429499,0.0009766566753386385,0.0009766566753386385,0.0005315335401223642
2015-05-14,1.4272398801684392,1.4272398801684392,1.2939010373076822,-0.002460483385592127,-0.002460483385592127,-0.0013454565899009285
2015-05-15,1.3947676338742632,1.3947676338742632,1.2776311673659406,-0.022751778972392334,-0.022751778972392334,-0.01257427691347679
2015-05-18,1.3802562781453696,1.3802562781453696,1.270333014108687,-0.010404138565063503,-0.010404138565063503,-0.0057122536172157234
2015-05-19,1.428184615530001,1.428184615530001,1.2941251150937403,0.03472423066898278,0.03472423066898278,0.01872902673614818
2015-05-20,1.4312668996085085,1.4312668996085085,1.2956315924616104,0.002158183224347132,0.002158183224347132,0.0011640894302256122
2015-05-21,1.4597269227463765,1.4597269227463765,1.3094622666686866,0.019884497535471946,0.019884497535471946,0.010674851005137098
2015-05-22,1.4952862776217888,1.4952862776217888,1.326458356314437,0.024360278844833383,0.024360278844833383,0.012979442079678272
2015-05-25,1.553842184540826,1.553842184540826,1.3534487796633168,0.0391603319012388,0.0391603319012388,0.02034773517042221
2015-05-26,1.5848986854021196,1.5848986854021196,1.3674507822626336,0.019986908046566665,0.019986908046566665,0.010345424821174287
2015-05-27,1.5964552206826097,1.5964552206826097,1.3726164117691342,0.007291655540466291,0.007291655540466291,0.0037775615572455123
2015-05-28,1.4895995100724044,1.4895995100724044,1.3299956303641642,-0.06693310856819157,-0.06693310856819157,-0.031050759002682282
2015-05-29,1.481916338712138,1.481916338712138,1.3268187830162446,-0.005157877206802386,-0.005157877206802386,-0.002388614876163042
2015-06-01,1.5657305858113935,1.5657305858113935,1.3600324621462252,0.0565580153951839,0.0565580153951839,0.025032566281942614
2015-06-02,1.5992448278484523,1.5992448278484523,1.3730571621451026,0.021404858754605627,0.021404858754605627,0.009576756703530087
2015-06-03,1.6089804764410491,1.6089804764410491,1.3767974317922527,0.006087653636932311,0.006087653636932311,0.0027240451091683493
2015-06-04,1.6092004273878038,1.6092004273878038,1.3768819273225132,0.00013670206069948954,0.00013670206069948954,6.13710690544611e-05
2015-06-05,1.6409259506434262,1.6409259506434262,1.3890588294737918,0.019715085029601953,0.019715085029601953,0.0088438245209288
2015-06-08,1.6963390622084866,1.6963390622084866,1.4098662118119984,0.03376941631237673,0.03376941631237673,0.014979482435663938
2015-06-09,1.7020747388193773,1.7020747388193773,1.4119803362131227,0.0033812088270981366,0.0033812088270981366,0.0014995212903265998
2015-06-10,1.6998159827317476,1.6998159827317476,1.411149751631318,-0.0013270604610444714,-0.0013270604610444714,-0.0005882408986177534
2015-06-11,1.7071082442965557,1.7071082442965557,1.413832786802953,0.004290030002594092,0.004290030002594092,0.0019013114437593792
2015-06-12,1.7372740972109766,1.7372740972109766,1.424893590965943,0.01767073237166117,0.01767073237166117,0.007823276038180893
2015-06-15,1.7386686774096647,1.7386686774096647,1.4254045466173415,0.0008027404546737671,0.0008027404546737671,0.0003585921465560915
2015-06-16,1.6682060560359713,1.6682060560359713,1.400368166802454,-0.04052676757176721,-0.04052676757176721,-0.017564402943923474
2015-06-17,1.7039228772192683,1.7039228772192683,1.4133717532509926,0.021410317420959446,0.021410317420959446,0.00928583408049799
2015-06-18,1.6643194520692315,1.6643194520692315,1.3993158299554223,-0.023242498636245723,-0.023242498636245723,-0.00994495840407128
2015-06-19,1.5382558098742791,1.5382558098742791,1.3581221173239308,-0.0757448589801788,-0.0757448589801788,-0.029438466820463027
2015-06-23,1.5646363180640235,1.5646363180640235,1.3672102851140213,0.01714962363243111,0.01714962363243111,0.006691716211792542
2015-06-24,1.625791483863632,1.625791483863632,1.3877324545640888,0.03908586621284482,0.03908586621284482,0.015010250927388169
2015-06-25,1.5782934183280357,1.5782934183280357,1.3723408166220148,-0.029215348958969156,-0.029215348958969156,-0.01109121422609427
2015-06-26,1.4368031692269025,1.4368031692269025,1.3301033164990839,-0.08964762030815587,-0.08964762030815587,-0.03077770449683015
2015-06-29,1.3815583754090375,1.3815583754090375,1.3128489423241387,-0.038449799527927375,-0.038449799527927375,-0.012972205963939554
2015-06-30,1.4676962084060516,1.4676962084060516,1.3397213564216606,0.06234831226115323,0.06234831226115323,0.020468778418596623
2015-07-01,1.3813396327295953,1.3813396327295953,1.314637003295572,-0.058838181349695984,-0.058838181349695984,-0.018723559944649804
2015-07-02,1.290396163713408,1.290396163713408,1.288064869010126,-0.06583715319633476,-0.06583715319633476,-0.020212525753370958
2015-07-03,1.1847181626501404,1.1847181626501404,1.257366772126705,-0.08189578056335445,-0.08189578056335445,-0.023832725837024338
2015-07-06,1.1935321319817214,1.1935321319817214,1.2600895388105575,0.007439718246460059,0.007439718246460059,0.002165451437250221
2015-07-07,1.1358772724248103,1.1358772724248103,1.2425547703351045,-0.04830608075978804,-0.04830608075978804,-0.013915494046561672
2015-07-08,1.0389127089600254,1.0389127089600254,1.2134402874330814,-0.08536535224249187,-0.08536535224249187,-0.02343114653543299
2015-07-09,1.1282825775815564,1.1282825775815564,1.2407035244518487,0.08602250011070911,0.08602250011070911,0.022467720332938868
